time_real,4.06.1+multicore+atomic-mark+bench,,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,1.,0.0200850694182,0.97810770505,0.0216359738183,0.989645321027,0.000973998768895,0.998845997088,0.00786088771483,0.925587271991,0.000366773433313
bdd,0.992057529243,0.0052897946206,0.964715535612,0.00453522196856,1.,0.0107977211038,0.999314724877,0.00592142500579,0.899320156666,0.00534396424212
cpdf-merge,1.,0.00364489233043,0.752993290216,0.00190460813019,0.958920520208,0.00399727488212,0.947940401589,0.000413426538085,0.516405239422,0.00399776099351
cpdf-reformat,1.,0.00292916093162,0.873233641713,0.00158604165429,0.976494080397,0.000855829575947,0.969293755103,0.00246963517782,0.722652950952,0.000547109559689
cpdf-squeeze,1.,0.00296574649,0.860036077738,0.00135469130091,0.978914203813,0.000757014234827,0.970685439906,0.00408083810205,0.667427849441,0.00268931123037
cpdf-transform,1.,0.000336446118527,0.863899984246,0.00271193190538,0.939388416236,0.00333519164916,0.923017520058,0.000870715569483,0.852316855031,0.0016165985888
frama-c-deflate,,,,,,,,,1.,0.00359385354976
frama-c-idct,,,,,,,,,1.,nan
jsontrip-sample,0.88483240747,0.0123715426675,0.852709330665,0.0219715639854,0.891968296329,0.0109789338241,1.,0.0235425303542,0.671005717232,0.0163333615305
kb,1.,0.00184757006555,0.860551654669,0.00794784520421,0.964100586433,0.00154971239715,0.950897670748,0.00296029873428,0.799782341354,0.00925985312988
kb-no-exc,1.,0.00886901712562,0.869191531815,0.00657423145031,0.971824887008,0.0107103878606,0.941484180105,0.00491587379759,0.800548504687,0.0109891642134
lexifi-g2pp,0.992802257152,0.00368726648905,0.98059936593,0.000945504526857,1.,0.00790722507266,0.994783572603,0.0087261693248,0.963864803779,0.00105541253554
menhir-fancy,0.977286364598,0.0704889446782,0.972535820182,0.0944465433476,0.976937578434,0.0631115775022,1.,0.100618907272,0.566940725253,0.0628601648681
menhir-sql,1.,0.00669236523128,0.828975911445,0.00625983383826,0.964883251847,0.000590769485402,0.968455303975,0.000944286228678,0.738864626157,0.00436799899149
menhir-standard,0.968909953895,0.0108884439152,0.957653990923,0.00662175840105,1.,0.0135735668929,0.998777252093,0.0207741243114,0.518123325073,0.00463189369523
minilight,0.931387041337,0.000286738810365,0.907083978152,0.00787949688001,0.9221506952,0.00346346366154,1.,0.00353078156347,0.758899560564,0.000794641243597
numal-durand-kerner-aberth,0.989992425273,0.00264918375793,0.942216074007,0.00385245827841,1.,0.00262879451667,0.993699238757,0.00279497909427,0.877097757183,0.00419326845943
numal-fft,1.,0.00101118975689,0.515953839708,0.00131817259092,0.836152065965,0.00372257876259,0.818510256601,5.53753817965e-05,0.488442669347,0.00367826327229
numal-k-means,0.972362386365,0.0297755119136,0.966539888758,0.00892023611825,1.,0.0158889791817,0.981146690666,0.00812012491306,0.329311639008,0.0157285332295
numal-levinson-durbin,0.994775111751,0.00166932537826,0.922975141828,0.000960536044343,1.,0.00108302463886,0.995316563902,0.00103193966576,0.879205685463,0.00443203885104
numal-lu-decomposition,0.989504197157,0.00726342110255,0.933314030904,0.0178437151863,1.,0.00303347419,0.986612470824,0.00191016478423,0.831125706377,0.0176774679167
numal-naive-multilayer,0.993772700607,0.0020900636291,0.919549170616,0.000997531415289,1.,0.000870391369818,0.995038793901,0.000386220123073,0.854462252103,0.000334259023138
numal-qr-decomposition,1.,0.00136585120871,0.886598480831,0.00141217126676,0.999837514003,0.000450302676362,0.999393430356,0.000388635470429,0.896967683571,0.000714532196951
numal-rnd_access,0.893766476338,0.000764487642005,0.886445412988,0.00137592782635,0.898899648444,0.000850280088029,1.,6.7155335721e-05,0.652930222161,0.000204069959779
numal-simple_access,1.,0.000593226824599,0.303352133439,0.00319378823788,0.947226074226,0.00214414088034,0.949964692811,0.00358262816142,0.347893522167,0.00236223638099
patdiff,,,,,,,,,1.,0.0259815990781
sauvola-contrast,,,,,,,,,1.,nan
sequence,0.989620011502,0.00178595336383,0.95593544712,0.00107423125078,1.,0.000641762406104,0.988783304386,0.000938832371331,0.999034298636,0.00158647317167
sequence-cps,0.759734597864,0.0197923023747,0.712437697102,0.00110727013538,0.771129740005,0.00230270481913,1.,0.00203144118715,0.551000579048,0.0164104814059
setrip,0.973763638296,0.00414333980069,0.967930796038,0.00732780908941,0.985641992137,0.0105788010754,1.,0.00935431469236,0.893002074038,0.0211094699925
setrip-smallbuf,0.976142212571,0.00917650836234,0.971520140605,0.0130774013532,0.986435260476,0.0109021789671,1.,0.0197033115041,0.887674915948,0.0119410330276

size,4.06.1+multicore+atomic-mark+bench,,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,0.988623550807,0.,0.898166628779,0.,1.,0.,0.988496249148,0.,0.821142305069,0.
bdd,0.987548593055,0.,0.899303494984,0.,1.,0.,0.987426188283,0.,0.818081370759,0.
cpdf-merge,0.986560552184,0.,0.956347580353,0.,1.,0.,0.986540805143,0.,0.866564134861,0.
cpdf-reformat,0.986560552184,0.,0.956347580353,0.,1.,0.,0.986540805143,0.,0.866564134861,0.
cpdf-squeeze,0.986560552184,0.,0.956347580353,0.,1.,0.,0.986540805143,0.,0.866564134861,0.
cpdf-transform,0.986560552184,0.,0.956347580353,0.,1.,0.,0.986540805143,0.,0.866564134861,0.
frama-c-deflate,,,,,,,,,1.,0.
frama-c-idct,,,,,,,,,1.,0.
jsontrip-sample,0.985476569458,0.,0.925381312034,0.,1.,0.,0.985413951595,0.,0.786194662163,0.
kb,0.986078801446,0.,0.900634976371,0.,1.,0.,0.98596175511,0.,0.823118950429,0.
kb-no-exc,0.985948524049,0.,0.900830186795,0.,1.,0.,0.985831992001,0.,0.823413369347,0.
lexifi-g2pp,0.986610876379,0.,0.908957777309,0.,1.,0.,0.986509064861,0.,0.820250856308,0.
